1$2$3$4$5$6$7$8$9$10$11$12$13$14$15$16$17$18$19$20$21$22
0.975$0.975$0.972$0.972$0.967$0.967$0.97$0.97$0.962$0.92$0.952$0.9687555555555556$0.9687555555555556$0.965$0.965$0.9587555555555556$0.9587555555555556$0.9624888888888888$0.9624888888888888$0.9524888888888889$0.9$0.94
